Gene name	Chromosome/scaffold name	Strand direction	Transcript	Intron/Exon	Intron/Exon number	Start (bp)	End (bp)	Length
l(1)G0289	chrX	Rev	NM_001316627	Intron	4	10358636	10358699	64
l(1)G0289	chrX	Rev	NM_001316627	Intron	3	10358852	10358917	66
l(1)G0289	chrX	Rev	NM_001316627	Intron	2	10359128	10359296	169
l(1)G0289	chrX	Rev	NM_001316627	Intron	1	10360164	10366123	5960
CG43347	chrX	Rev	NM_001144713	Intron	8	10605227	10605324	98
CG43347	chrX	Rev	NM_001144713	Intron	7	10606155	10606453	299
CG43347	chrX	Rev	NM_001144713	Intron	6	10608567	10608637	71
CG43347	chrX	Rev	NM_001144713	Intron	5	10608840	10610326	1487
CG43347	chrX	Rev	NM_001144713	Intron	4	10610684	10610820	137
CG43347	chrX	Rev	NM_001144713	Intron	3	10612437	10616871	4435
CG43347	chrX	Rev	NM_001144713	Intron	2	10618610	10618732	123
CG43347	chrX	Rev	NM_001144713	Intron	1	10618987	10619965	979
CG15199	chrX	Rev	NM_132461	Intron	2	11140729	11140789	61
CG15199	chrX	Rev	NM_132461	Intron	1	11141169	11141805	637
CG42339	chrX	Rev	NM_132446	Intron	5	10969298	10969391	94
CG42339	chrX	Rev	NM_132446	Intron	4	10969469	10977715	8247
CG42339	chrX	Rev	NM_132446	Intron	3	10977837	10983696	5860
CG42339	chrX	Rev	NM_132446	Intron	2	10983892	11037474	53583
CG42339	chrX	Rev	NM_132446	Intron	1	11037763	11039804	2042
CG10362	chrX	Rev	NM_132543	Intron	7	11926938	11927009	72
CG10362	chrX	Rev	NM_132543	Intron	6	11927257	11927321	65
CG10362	chrX	Rev	NM_132543	Intron	5	11927955	11928008	54
CG10362	chrX	Rev	NM_132543	Intron	4	11928159	11928232	74
CG10362	chrX	Rev	NM_132543	Intron	3	11929509	11929711	203
CG10362	chrX	Rev	NM_132543	Intron	2	11929905	11930020	116
CG10362	chrX	Rev	NM_132543	Intron	1	11930282	11930348	67
Pde9	chrX	Rev	NM_001272567	Intron	9	12792964	12793576	613
CG12716	chrX	Rev	NM_132617	Intron	2	12975495	12975556	62
CG12716	chrX	Rev	NM_132617	Intron	1	12975722	12975849	128
CG43313	chrX	Rev	NM_001298255	Intron	5	13097156	13097222	67
CG43313	chrX	Rev	NM_001298255	Intron	4	13097719	13097780	62
CG43313	chrX	Rev	NM_001298255	Intron	3	13098384	13098436	53
CG43313	chrX	Rev	NM_001298255	Intron	2	13098593	13100884	2292
CG43313	chrX	Rev	NM_001298255	Intron	1	13101542	13111633	10092
mamo	chrX	Rev	NM_132704	Intron	10	13854373	13854651	279
CG15642	chrX	Rev	NM_001298343	Intron	1	15467268	15467352	85
Lsd-2	chrX	Rev	NM_001298333	Intron	5	15069621	15069688	68
Lsd-2	chrX	Rev	NM_001298333	Intron	4	15072649	15072785	137
Lsd-2	chrX	Rev	NM_001298333	Intron	3	15072968	15073340	373
Lsd-2	chrX	Rev	NM_001298333	Intron	2	15073392	15073936	545
Lsd-2	chrX	Rev	NM_001298333	Intron	1	15074375	15075747	1373
rut	chrX	Rev	NM_078601	Intron	17	14790113	14790180	68
rut	chrX	Rev	NM_078601	Intron	16	14790879	14791247	369
rut	chrX	Rev	NM_078601	Intron	15	14792429	14793125	697
rut	chrX	Rev	NM_078601	Intron	14	14794153	14794214	62
rut	chrX	Rev	NM_078601	Intron	13	14794390	14794460	71
rut	chrX	Rev	NM_078601	Intron	12	14794828	14794960	133
pdgy	chrX	Rev	NM_001298328	Intron	6	14935273	14935330	58
pdgy	chrX	Rev	NM_001298328	Intron	5	14935446	14935875	430
pdgy	chrX	Rev	NM_001298328	Intron	4	14936419	14946270	9852
pdgy	chrX	Rev	NM_001298328	Intron	3	14946482	14950317	3836
pdgy	chrX	Rev	NM_001298328	Intron	2	14950867	14951102	236
pdgy	chrX	Rev	NM_001298328	Intron	1	14951212	14953512	2301
CG12994	chrX	Rev	NM_144231	Intron	2	17423005	17423071	67
CG12994	chrX	Rev	NM_144231	Intron	1	17423365	17443807	20443
CG46312	chrX	Rev	NM_001347790	Intron	6	15987990	15988067	78
CG46312	chrX	Rev	NM_001347790	Intron	5	15988545	15988616	72
CG46312	chrX	Rev	NM_001347790	Intron	4	15989269	15989391	123
CG46312	chrX	Rev	NM_001347790	Intron	3	15989477	15989853	377
CG46312	chrX	Rev	NM_001347790	Intron	2	15989951	15991082	1132
CG46312	chrX	Rev	NM_001347790	Intron	1	15991383	15991821	439
Fim	chrX	Rev	NM_078661	Intron	4	17286877	17286936	60
Fim	chrX	Rev	NM_078661	Intron	3	17287191	17287255	65
Fim	chrX	Rev	NM_078661	Intron	2	17287535	17287926	392
Fim	chrX	Rev	NM_078661	Intron	1	17289038	17301359	12322
chas	chrX	Rev	NM_001298451	Intron	9	17674215	17674278	64
chas	chrX	Rev	NM_001298451	Intron	8	17674939	17675311	373
chas	chrX	Rev	NM_001298451	Intron	7	17676558	17676980	423
chas	chrX	Rev	NM_001298451	Intron	6	17677504	17684114	6611
chas	chrX	Rev	NM_001298451	Intron	5	17684394	17684512	119
chas	chrX	Rev	NM_001298451	Intron	4	17684683	17689224	4542
chas	chrX	Rev	NM_001298451	Intron	3	17689307	17695435	6129
chas	chrX	Rev	NM_001298451	Intron	2	17695501	17695567	67
chas	chrX	Rev	NM_001298451	Intron	1	17695615	17698384	2770
CG14223	chrX	Rev	NM_134497	Intron	2	19660599	19660663	65
CG14223	chrX	Rev	NM_134497	Intron	1	19661609	19663618	2010
CG8010	chrX	Rev	NM_133145	Intron	3	19267252	19267317	66
CG8010	chrX	Rev	NM_133145	Intron	2	19268041	19268504	464
CG8010	chrX	Rev	NM_133145	Intron	1	19268599	19268676	78
CG1504	chrX	Rev	NM_001272814	Intron	4	20304189	20310277	6089
CG1504	chrX	Rev	NM_001272814	Intron	3	20311464	20315309	3846
CG1504	chrX	Rev	NM_001272814	Intron	2	20315950	20329162	13213
CG1504	chrX	Rev	NM_001272814	Intron	1	20329543	20330117	575
CG32521	chrX	Rev	NM_167735	Intron	4	21206585	21211079	4495
CG32521	chrX	Rev	NM_167735	Intron	3	21211275	21211686	412
CG32521	chrX	Rev	NM_167735	Intron	2	21211800	21223579	11780
CG32521	chrX	Rev	NM_167735	Intron	1	21223648	21281041	57394
CG17636	chrX	Rev	NM_001258512	Intron	3	125410	125494	85
CG17636	chrX	Rev	NM_001258512	Intron	2	126260	126354	95
CG17636	chrX	Rev	NM_001258512	Intron	1	126497	126625	129
CG13375	chrX	Rev	NM_001169157	Intron	5	286892	286948	57
CG13375	chrX	Rev	NM_001169157	Intron	4	287042	287328	287
CG13375	chrX	Rev	NM_001169157	Intron	3	287527	289040	1514
CG13375	chrX	Rev	NM_001169157	Intron	2	289273	290252	980
CG13375	chrX	Rev	NM_001169157	Intron	1	290597	294712	4116
CG17707	chrX	Rev	NM_001297802	Intron	10	143488	144334	847
CG17707	chrX	Rev	NM_001297802	Intron	9	144505	144560	56
CG17707	chrX	Rev	NM_001297802	Intron	8	144756	144817	62
CG17707	chrX	Rev	NM_001297802	Intron	7	145075	145134	60
CG17707	chrX	Rev	NM_001297802	Intron	6	145234	145299	66
CG17707	chrX	Rev	NM_001297802	Intron	5	145380	145455	76
CG17707	chrX	Rev	NM_001297802	Intron	4	145854	145913	60
CG17707	chrX	Rev	NM_001297802	Intron	3	146123	146188	66
CG17707	chrX	Rev	NM_001297802	Intron	2	146368	146434	67
CG17707	chrX	Rev	NM_001297802	Intron	1	147786	148333	548
CG3038	chrX	Rev	NM_001297803	Intron	2	245010	245096	87
CG3038	chrX	Rev	NM_001297803	Intron	1	245347	245411	65
CG17896	chrX	Rev	NM_130489	Intron	1	492629	493387	759
CG18273	chrX	Rev	NM_130487	Intron	5	483046	483267	222
CG18273	chrX	Rev	NM_130487	Intron	4	483829	483883	55
CG18273	chrX	Rev	NM_130487	Intron	3	484247	484309	63
CG18273	chrX	Rev	NM_130487	Intron	2	484966	485027	62
CG18273	chrX	Rev	NM_130487	Intron	1	487404	487464	61
CG4293	chrX	Rev	NM_001038727	Intron	4	528484	528544	61
CG4293	chrX	Rev	NM_001038727	Intron	3	529352	529409	58
CG4293	chrX	Rev	NM_001038727	Intron	2	529531	529631	101
CG4293	chrX	Rev	NM_001038727	Intron	1	529859	530013	155
CG13364	chrX	Rev	NM_144243	Intron	1	625106	625165	60
CG13366	chrX	Rev	NM_001297820	Intron	11	585230	608439	23210
CG13366	chrX	Rev	NM_001297820	Intron	10	608515	611410	2896
CG13366	chrX	Rev	NM_001297820	Intron	9	611686	611750	65
CG13366	chrX	Rev	NM_001297820	Intron	8	612034	612091	58
Dredd	chrX	Rev	NM_057903	Intron	4	633839	633901	63
Dredd	chrX	Rev	NM_057903	Intron	3	634057	634124	68
Dredd	chrX	Rev	NM_057903	Intron	2	634488	634563	76
Dredd	chrX	Rev	NM_057903	Intron	1	635290	635393	104
RpL36	chrX	Rev	NM_057281	Intron	2	628687	628750	64
RpL36	chrX	Rev	NM_057281	Intron	1	628879	629381	503
CG13361	chrX	Rev	NM_130499	Intron	1	752236	752313	78
CG13362	chrX	Rev	NM_130498	Intron	2	750715	750772	58
CG13362	chrX	Rev	NM_130498	Intron	1	750835	751151	317
sdk	chrX	Fwd	NM_057942	Intron	6	731187	737168	5982
RpL22	chrX	Rev	NM_057786	Intron	2	762992	764301	1310
RpL22	chrX	Rev	NM_057786	Intron	1	764923	765083	161
CG13358	chrX	Rev	NM_130506	Intron	1	804003	804073	71
CG13360	chrX	Rev	NM_130503	Intron	2	788528	788591	64
CG13360	chrX	Rev	NM_130503	Intron	1	788904	789471	568
CDC45L	chrX	Rev	NM_130524	Intron	1	1029365	1029416	52
CG11638	chrX	Rev	NM_130523	Intron	4	1015080	1015139	60
CG32814	chrX	Rev	NM_166869	Intron	2	1020569	1020891	323
CG32814	chrX	Rev	NM_166869	Intron	1	1021595	1026513	4919
CG11638	chrX	Rev	NM_130523	Intron	3	1015350	1015468	119
CG11638	chrX	Rev	NM_130523	Intron	2	1016247	1016520	274
CG11638	chrX	Rev	NM_130523	Intron	1	1016709	1026513	9805
CG3690	chrX	Rev	NM_001297835	Intron	7	949486	949543	58
CG3690	chrX	Rev	NM_001297835	Intron	6	949672	949732	61
CG3690	chrX	Rev	NM_001297835	Intron	5	949893	949957	65
CG3690	chrX	Rev	NM_001297835	Intron	4	950251	950363	113
CG3690	chrX	Rev	NM_001297835	Intron	3	950600	950657	58
CG3690	chrX	Rev	NM_001297835	Intron	2	950840	951196	357
CG3690	chrX	Rev	NM_001297835	Intron	1	951376	951439	64
CG3703	chrX	Rev	NM_130518	Intron	2	942797	943301	505
CG3703	chrX	Rev	NM_130518	Intron	1	944097	944395	299
CG3704	chrX	Rev	NM_130516	Intron	2	939677	939732	56
CG3704	chrX	Rev	NM_130516	Intron	1	940087	940151	65
CG3711	chrX	Rev	NM_130513	Intron	5	923552	923604	53
CG3711	chrX	Rev	NM_130513	Intron	4	924619	924738	120
CG3711	chrX	Rev	NM_130513	Intron	3	924918	924972	55
CG3711	chrX	Rev	NM_130513	Intron	2	925149	925217	69
CG3711	chrX	Rev	NM_130513	Intron	1	926634	926695	62
TfIIA-S-2	chrX	Rev	NM_130521	Intron	1	1011393	1011473	81
CG11398	chrX	Rev	NM_001272193	Intron	1	1214793	1214942	150
Atf3	chrX	Rev	NM_138988	Intron	4	1248009	1251171	3163
Atf3	chrX	Rev	NM_138988	Intron	3	1251262	1251339	78
CG3719	chrX	Rev	NM_143733	Intron	1	1379373	1380137	765
MTPAP	chrX	Rev	NM_001272200	Intron	1	1349078	1349143	66
CG11409	chrX	Rev	NM_001297843	Intron	2	1333437	1333502	66
CG11409	chrX	Rev	NM_001297843	Intron	1	1333718	1341324	7607
CG12773	chrX	Rev	NM_001297844	Intron	6	1351038	1351101	64
CG12773	chrX	Rev	NM_001297844	Intron	5	1351281	1351344	64
CG12773	chrX	Rev	NM_001297844	Intron	4	1351927	1351993	67
CG12773	chrX	Rev	NM_001297844	Intron	3	1352229	1352285	57
CG12773	chrX	Rev	NM_001297844	Intron	2	1352488	1352653	166
CG12773	chrX	Rev	NM_001297844	Intron	1	1353199	1353252	54
CG14795	chrX	Rev	NM_130569	Intron	2	1512358	1512412	55
CG14795	chrX	Rev	NM_130569	Intron	1	1512596	1512660	65
CG32808	chrX	Rev	NM_166886	Intron	1	1469099	1469160	62
CG14785	chrX	Rev	NM_130556	Intron	2	1455696	1455749	54
CG14785	chrX	Rev	NM_130556	Intron	1	1455950	1456022	73
Lrpprc2	chrX	Rev	NM_130557	Intron	1	1458202	1458262	61
Nmdar2	chrX	Rev	NM_001297859	Intron	10	1486592	1489451	2860
Nmdar2	chrX	Rev	NM_001297859	Intron	9	1489554	1489667	114
Nmdar2	chrX	Rev	NM_001297859	Intron	8	1490176	1490540	365
Nmdar2	chrX	Rev	NM_001297859	Intron	7	1490693	1490753	61
Nmdar2	chrX	Rev	NM_001297859	Intron	6	1490907	1490968	62
Nmdar2	chrX	Rev	NM_001297859	Intron	5	1491259	1491355	97
Nmdar2	chrX	Rev	NM_001297859	Intron	4	1491950	1492159	210
Nmdar2	chrX	Rev	NM_001297859	Intron	3	1492311	1492490	180
Nmdar2	chrX	Rev	NM_001297859	Intron	2	1493263	1501796	8534
Nmdar2	chrX	Rev	NM_001297859	Intron	1	1502503	1507429	4927
Ns3	chrX	Rev	NM_001297850	Intron	3	1462313	1462372	60
Ns3	chrX	Rev	NM_001297850	Intron	2	1462579	1462645	67
Ns3	chrX	Rev	NM_001297850	Intron	1	1463940	1464013	74
a6	chrX	Rev	NM_001272213	Intron	2	1693959	1694121	163
a6	chrX	Rev	NM_001272213	Intron	1	1695475	1695539	65
CG3740	chrX	Rev	NM_130576	Intron	1	1668745	1668807	63
CG14811	chrX	Rev	NM_130586	Intron	1	1822172	1822235	64
Scgdelta	chrX	Rev	NM_001169168	Intron	6	1737164	1746273	9110
Scgdelta	chrX	Rev	NM_001169168	Intron	5	1746580	1746686	107
Scgdelta	chrX	Rev	NM_001169168	Intron	4	1746811	1748031	1221
Scgdelta	chrX	Rev	NM_001169168	Intron	3	1748294	1749696	1403
Scgdelta	chrX	Rev	NM_001169168	Intron	2	1749818	1749894	77
Scgdelta	chrX	Rev	NM_001169168	Intron	1	1750485	1753715	3231
CG14810	chrX	Rev	NM_001258553	Intron	2	1820119	1820182	64
CG14810	chrX	Rev	NM_001258553	Intron	1	1820241	1820306	66
CG3795	chrX	Rev	NM_001297861	Intron	2	1709440	1709504	65
CG3795	chrX	Rev	NM_001297861	Intron	1	1709776	1709840	65
deltaCOP	chrX	Rev	NM_001169171	Intron	7	1859814	1859870	57
deltaCOP	chrX	Rev	NM_001169171	Intron	6	1859983	1860056	74
deltaCOP	chrX	Rev	NM_001169171	Intron	5	1860371	1860426	56
deltaCOP	chrX	Rev	NM_001169171	Intron	4	1860622	1860685	64
deltaCOP	chrX	Rev	NM_001169171	Intron	3	1861099	1861155	57
deltaCOP	chrX	Rev	NM_001169171	Intron	2	1861380	1861445	66
deltaCOP	chrX	Rev	NM_001169171	Intron	1	1861486	1861594	109
CG14812	chrX	Rev	NM_001272215	Intron	3	1858407	1858560	154
CG14812	chrX	Rev	NM_001272215	Intron	2	1858679	1858735	57
CG14812	chrX	Rev	NM_001272215	Intron	1	1858798	1858867	70
CG14818	chrX	Rev	NM_001272217	Intron	2	1879351	1879411	61
CG14818	chrX	Rev	NM_001272217	Intron	1	1879559	1879655	97
eIF2B-epsilon	chrX	Rev	NM_206606	Intron	4	1920768	1920828	61
eIF2B-epsilon	chrX	Rev	NM_206606	Intron	3	1921116	1921180	65
CG32801	chrX	Rev	NM_166913	Intron	1	1902463	1902621	159
Edem1	chrX	Rev	NM_166915	Intron	4	1904282	1904492	211
Edem1	chrX	Rev	NM_166915	Intron	3	1906236	1906305	70
Edem1	chrX	Rev	NM_166915	Intron	2	1907435	1907494	60
Edem1	chrX	Rev	NM_166915	Intron	1	1907818	1908349	532
Pex5	chrX	Rev	NM_166910	Intron	1	1868715	1868786	72
CG14814	chrX	Rev	NM_001297864	Intron	5	1862644	1862702	59
CG14814	chrX	Rev	NM_001297864	Intron	4	1862961	1863026	66
CG14814	chrX	Rev	NM_001297864	Intron	3	1863706	1863768	63
CG14814	chrX	Rev	NM_001297864	Intron	2	1864108	1864169	62
CG14814	chrX	Rev	NM_001297864	Intron	1	1865623	1865688	66
CG14817	chrX	Rev	NM_001297867	Intron	1	1876912	1876968	57
CG32803	chrX	Rev	NM_130601	Intron	3	1901014	1901064	51
CG32803	chrX	Rev	NM_130601	Intron	2	1901278	1901436	159
CG14054	chrX	Rev	NM_130618	Intron	3	2065704	2065757	54
CG14054	chrX	Rev	NM_130618	Intron	2	2065892	2065944	53
CG14054	chrX	Rev	NM_130618	Intron	1	2066089	2066148	60
CG16903	chrX	Rev	NM_130624	Intron	2	2078775	2078831	57
CG16903	chrX	Rev	NM_130624	Intron	1	2079645	2079714	70
Actn	chrX	Rev	NM_058137	Intron	9	2025700	2025774	75
Actn	chrX	Rev	NM_058137	Intron	8	2026910	2027283	374
Actn	chrX	Rev	NM_058137	Intron	7	2027463	2027520	58
Actn	chrX	Rev	NM_058137	Intron	6	2027872	2027934	63
Actn	chrX	Rev	NM_058137	Intron	5	2028028	2029774	1747
Actn	chrX	Rev	NM_058137	Intron	4	2029927	2030214	288
Actn	chrX	Rev	NM_058137	Intron	3	2030369	2030442	74
Actn	chrX	Rev	NM_058137	Intron	2	2030860	2034954	4095
Actn	chrX	Rev	NM_058137	Intron	1	2035199	2042046	6848
ph-d	chrX	Rev	NM_001103395	Intron	4	2117618	2117680	63
ph-d	chrX	Rev	NM_001103395	Intron	3	2119492	2119550	59
ph-d	chrX	Rev	NM_001103395	Intron	2	2120002	2120062	61
CG14053	chrX	Rev	NM_001272251	Intron	1	2192973	2193477	505
CG18031	chrX	Rev	NM_143764	Intron	5	2202006	2202059	54
CG18031	chrX	Rev	NM_143764	Intron	4	2202207	2202272	66
CG18031	chrX	Rev	NM_143764	Intron	3	2202844	2202898	55
CG18031	chrX	Rev	NM_143764	Intron	2	2203009	2203132	124
CG18031	chrX	Rev	NM_143764	Intron	1	2203222	2203288	67
Cyp4d1	chrX	Rev	NM_166932	Intron	2	2159565	2159624	60
Cyp4d1	chrX	Rev	NM_166932	Intron	1	2160249	2161580	1332
Cyp4d14	chrX	Rev	NM_143763	Intron	2	2174401	2174463	63
Cyp4d14	chrX	Rev	NM_143763	Intron	1	2174921	2175073	153
SmydA-8	chrX	Rev	NM_001014718	Intron	1	2206464	2212866	6403
ph-d	chrX	Rev	NM_001103395	Intron	1	2121625	2122981	1357
Nmd3	chrX	Rev	NM_057984	Intron	1	2183550	2183609	60
Vinc	chrX	Rev	NM_001297884	Intron	5	2215123	2215254	132
Vinc	chrX	Rev	NM_001297884	Intron	4	2215654	2215712	59
bcn92	chrX	Rev	NM_057711	Intron	2	2148844	2149220	377
bcn92	chrX	Rev	NM_057711	Intron	1	2149342	2149401	60
CG2865	chrX	Rev	NM_001272255	Intron	2	2282518	2292324	9807
CG2865	chrX	Rev	NM_001272255	Intron	1	2293294	2293352	59
Vinc	chrX	Rev	NM_001297884	Intron	3	2215844	2215904	61
Vinc	chrX	Rev	NM_001297884	Intron	2	2218096	2220372	2277
CG14050	chrX	Rev	NM_001258558	Intron	1	2325306	2325390	85
CG13760	chrX	Rev	NM_130654	Intron	2	2584936	2584997	62
CG13760	chrX	Rev	NM_130654	Intron	4	2584396	2584462	67
CG13760	chrX	Rev	NM_130654	Intron	3	2584603	2584666	64
CG13760	chrX	Rev	NM_130654	Intron	1	2585413	2585650	238
Klp3A	chrX	Rev	NM_080314	Intron	5	2599719	2599778	60
Klp3A	chrX	Rev	NM_080314	Intron	4	2600276	2600358	83
Klp3A	chrX	Rev	NM_080314	Intron	3	2602623	2602693	71
Klp3A	chrX	Rev	NM_080314	Intron	2	2602846	2602918	73
Klp3A	chrX	Rev	NM_080314	Intron	1	2603599	2603679	81
Smyd3	chrX	Rev	NM_080029	Intron	4	2607197	2607261	65
Smyd3	chrX	Rev	NM_080029	Intron	3	2607725	2607969	245
Smyd3	chrX	Rev	NM_080029	Intron	2	2608104	2608170	67
Smyd3	chrX	Rev	NM_080029	Intron	1	2608413	2608470	58
Vha36-3	chrX	Rev	NM_001297899	Intron	3	2579516	2579576	61
Vha36-3	chrX	Rev	NM_001297899	Intron	2	2579941	2579995	55
Vha36-3	chrX	Rev	NM_001297899	Intron	1	2580114	2580173	60
eIF3ga	chrX	Rev	NM_130655	Intron	1	2610183	2610245	63
Tsp3A	chrX	Rev	NM_001258575	Intron	2	2618762	2618868	107
Tsp3A	chrX	Rev	NM_001258575	Intron	1	2619040	2619115	76
CG2658	chrX	Rev	NM_206616	Intron	6	2695226	2695392	167
CG2658	chrX	Rev	NM_206616	Intron	5	2695929	2695987	59
CG2658	chrX	Rev	NM_206616	Intron	4	2696259	2696320	62
CG2658	chrX	Rev	NM_206616	Intron	3	2696858	2696915	58
CG2658	chrX	Rev	NM_206616	Intron	2	2697285	2697338	54
CG2658	chrX	Rev	NM_206616	Intron	1	2697789	2697848	60
crm	chrX	Rev	NM_166951	Intron	6	2735105	2735176	72
crm	chrX	Rev	NM_166951	Intron	5	2735329	2735395	67
crm	chrX	Rev	NM_166951	Intron	4	2735769	2735836	68
crm	chrX	Rev	NM_166951	Intron	3	2737414	2737469	56
crm	chrX	Rev	NM_166951	Intron	2	2737674	2737921	248
crm	chrX	Rev	NM_166951	Intron	1	2738490	2738667	178
CG2680	chrX	Rev	NM_130665	Intron	1	2706857	2706952	96
CG2685	chrX	Rev	NM_130667	Intron	4	2712023	2712092	70
CG2685	chrX	Rev	NM_130667	Intron	3	2713271	2713333	63
CG2685	chrX	Rev	NM_130667	Intron	2	2713432	2713495	64
CG2685	chrX	Rev	NM_130667	Intron	1	2713622	2713677	56
CG2701	chrX	Rev	NM_130669	Intron	4	2718751	2718812	62
CG2701	chrX	Rev	NM_130669	Intron	3	2719092	2719164	73
CG2701	chrX	Rev	NM_130669	Intron	2	2719768	2719826	59
CG2701	chrX	Rev	NM_130669	Intron	1	2719988	2720058	71
CG2650	chrX	Rev	NM_130660	Intron	2	2693098	2693155	58
CG2650	chrX	Rev	NM_130660	Intron	1	2693649	2693732	84
HLH3B	chrX	Rev	NM_080316	Intron	1	2681237	2681333	97
Syx4	chrX	Rev	NM_080318	Intron	6	2739233	2739296	64
Syx4	chrX	Rev	NM_080318	Intron	5	2739546	2741422	1877
Syx4	chrX	Rev	NM_080318	Intron	4	2741497	2741588	92
Syx4	chrX	Rev	NM_080318	Intron	3	2741832	2741897	66
Syx4	chrX	Rev	NM_080318	Intron	2	2741992	2742560	569
Syx4	chrX	Rev	NM_080318	Intron	1	2742798	2743450	653
brv3	chrX	Rev	NM_130657	Intron	2	2622342	2622434	93
brv3	chrX	Rev	NM_130657	Intron	1	2623515	2623594	80
CG14416	chrX	Rev	NM_130675	Intron	1	2872688	2872742	55
CG32795	chrX	Rev	NM_001258580	Intron	8	2783426	2783766	341
CG32795	chrX	Rev	NM_001258580	Intron	7	2784147	2784269	123
CG32795	chrX	Rev	NM_001258580	Intron	6	2784488	2784547	60
CG32795	chrX	Rev	NM_001258580	Intron	5	2784688	2784999	312
CG32795	chrX	Rev	NM_001258580	Intron	4	2785130	2788493	3364
CG32795	chrX	Rev	NM_001258580	Intron	3	2788613	2789237	625
CG32795	chrX	Rev	NM_001258580	Intron	2	2789379	2790058	680
CG32795	chrX	Rev	NM_001258580	Intron	1	2790158	2790244	87
CG14424	chrX	Rev	NM_130681	Intron	1	2926780	2927108	329
CG18508	chrX	Rev	NM_001297907	Intron	1	3172988	3173044	57
Fcp3C	chrX	Rev	NM_058134	Intron	2	3173596	3173667	72
Fcp3C	chrX	Rev	NM_058134	Intron	1	3174279	3174342	64
rst	chrX	Rev	NM_001297906	Intron	7	2954531	2954652	122
rst	chrX	Rev	NM_001297906	Intron	6	2955202	2955540	339
rst	chrX	Rev	NM_001297906	Intron	5	2955644	2955947	304
rst	chrX	Rev	NM_001297906	Intron	4	2956179	2957056	878
rst	chrX	Rev	NM_001297906	Intron	3	2957258	2957460	203
rst	chrX	Rev	NM_001297906	Intron	2	2957960	2965978	8019
rst	chrX	Rev	NM_001297906	Intron	1	2966081	2973400	7320
CG14269	chrX	Rev	NM_001272278	Intron	1	3435663	3435712	50
CG16781	chrX	Rev	NM_001272282	Intron	1	3463828	3463880	53
CG10804	chrX	Rev	NM_001297910	Intron	6	3478550	3478610	61
CG10804	chrX	Rev	NM_001297910	Intron	5	3479033	3479127	95
CG10804	chrX	Rev	NM_001297910	Intron	4	3479332	3479391	60
CG10804	chrX	Rev	NM_001297910	Intron	3	3480350	3480421	72
CG10804	chrX	Rev	NM_001297910	Intron	2	3480730	3480858	129
CG10804	chrX	Rev	NM_001297910	Intron	1	3480936	3482025	1090
CG2875	chrX	Rev	NM_001272290	Intron	1	3573301	3573367	67
Rala	chrX	Rev	NM_080324	Intron	5	3706252	3707367	1116
Rala	chrX	Rev	NM_080324	Intron	4	3707492	3708743	1252
Rala	chrX	Rev	NM_080324	Intron	3	3708919	3709835	917
Rala	chrX	Rev	NM_080324	Intron	2	3709997	3710068	72
Rala	chrX	Rev	NM_080324	Intron	1	3710249	3719362	9114
CG42541	chrX	Rev	NM_001272295	Intron	12	3896682	3896841	160
CG42541	chrX	Rev	NM_001272295	Intron	11	3897035	3897555	521
CG42541	chrX	Rev	NM_001272295	Intron	10	3897648	3901107	3460
CG42541	chrX	Rev	NM_001272295	Intron	9	3901263	3901785	523
CG42541	chrX	Rev	NM_001272295	Intron	8	3901861	3901930	70
CG42541	chrX	Rev	NM_001272295	Intron	7	3902053	3904028	1976
CG42541	chrX	Rev	NM_001272295	Intron	6	3904597	3905736	1140
CG42541	chrX	Rev	NM_001272295	Intron	5	3905901	3906204	304
CG42541	chrX	Rev	NM_001272295	Intron	4	3907098	3910438	3341
CG42541	chrX	Rev	NM_001272295	Intron	3	3911238	3911303	66
CG42541	chrX	Rev	NM_001272295	Intron	2	3911517	3911646	130
CG42541	chrX	Rev	NM_001272295	Intron	1	3911880	3929566	17687
yin	chrX	Rev	NM_001297915	Intron	5	3865014	3865069	56
yin	chrX	Rev	NM_001297915	Intron	4	3865299	3865357	59
yin	chrX	Rev	NM_001297915	Intron	3	3865440	3869516	4077
yin	chrX	Rev	NM_001297915	Intron	2	3869603	3869658	56
yin	chrX	Rev	NM_001297915	Intron	1	3869815	3871870	2056
CG6414	chrX	Rev	NM_001316636	Intron	3	3969290	3969350	61
CG6414	chrX	Rev	NM_001316636	Intron	2	3969644	3969729	86
CG6414	chrX	Rev	NM_001316636	Intron	1	3970078	3970412	335
CG6428	chrX	Rev	NM_130732	Intron	3	3966522	3966587	66
CG6428	chrX	Rev	NM_130732	Intron	2	3967338	3967396	59
CG6428	chrX	Rev	NM_130732	Intron	1	3967633	3968029	397
lva	chrX	Rev	NM_001297920	Intron	9	3955973	3956048	76
lva	chrX	Rev	NM_001297920	Intron	8	3956246	3956306	61
lva	chrX	Rev	NM_001297920	Intron	7	3956428	3956512	85
lva	chrX	Rev	NM_001297920	Intron	6	3960411	3960476	66
lva	chrX	Rev	NM_001297920	Intron	5	3960585	3960641	57
lva	chrX	Rev	NM_001297920	Intron	4	3964353	3964416	64
lva	chrX	Rev	NM_001297920	Intron	3	3964498	3964566	69
lva	chrX	Rev	NM_001297920	Intron	2	3964639	3964700	62
lva	chrX	Rev	NM_001297920	Intron	1	3964952	3965271	320
CG6379	chrX	Rev	NM_001297922	Intron	1	4099892	4099992	101
Nsun2	chrX	Rev	NM_143750	Intron	2	4111585	4111642	58
