Gene name	Chromosome/scaffold name	Strand direction	Transcript	Intron/Exon	Intron/Exon number	Start (bp)	End (bp)	Length
CG13760	chrX	Rev	NM_130654	Exon	4	2584463	2584602	140
CG13760	chrX	Rev	NM_130654	Exon	3	2584667	2584935	269
CG13760	chrX	Rev	NM_130654	Exon	2	2584998	2585412	415
CG13760	chrX	Rev	NM_130654	Exon	1	2585651	2585699	49
Klp3A	chrX	Rev	NM_080314	Exon	6	2599158	2599718	561
Klp3A	chrX	Rev	NM_080314	Exon	5	2599779	2600275	497
Klp3A	chrX	Rev	NM_080314	Exon	4	2600359	2602622	2264
Klp3A	chrX	Rev	NM_080314	Exon	3	2602694	2602845	152
Klp3A	chrX	Rev	NM_080314	Exon	2	2602919	2603598	680
Klp3A	chrX	Rev	NM_080314	Exon	1	2603680	2604052	373
Smyd3	chrX	Rev	NM_080029	Exon	5	2606680	2607196	517
Smyd3	chrX	Rev	NM_080029	Exon	4	2607262	2607724	463
Smyd3	chrX	Rev	NM_080029	Exon	3	2607970	2608103	134
Smyd3	chrX	Rev	NM_080029	Exon	2	2608171	2608412	242
Smyd3	chrX	Rev	NM_080029	Exon	1	2608471	2608876	406
Vha36-3	chrX	Rev	NM_001297899	Exon	4	2579091	2579515	425
Vha36-3	chrX	Rev	NM_001297899	Exon	3	2579577	2579940	364
Vha36-3	chrX	Rev	NM_001297899	Exon	2	2579996	2580113	118
Vha36-3	chrX	Rev	NM_001297899	Exon	1	2580174	2580560	387
eIF3ga	chrX	Rev	NM_130655	Exon	2	2609247	2610182	936
eIF3ga	chrX	Rev	NM_130655	Exon	1	2610246	2610336	91
Tsp3A	chrX	Rev	NM_001258575	Exon	3	2617758	2618761	1004
Tsp3A	chrX	Rev	NM_001258575	Exon	2	2618869	2619039	171
Tsp3A	chrX	Rev	NM_001258575	Exon	1	2619116	2619738	623
CG2658	chrX	Rev	NM_206616	Exon	7	2694392	2695225	834
CG2658	chrX	Rev	NM_206616	Exon	6	2695393	2695928	536
CG2658	chrX	Rev	NM_206616	Exon	5	2695988	2696258	271
CG2658	chrX	Rev	NM_206616	Exon	4	2696321	2696857	537
CG2658	chrX	Rev	NM_206616	Exon	3	2696916	2697284	369
CG2658	chrX	Rev	NM_206616	Exon	2	2697339	2697788	450
CG2658	chrX	Rev	NM_206616	Exon	1	2697849	2698211	363
crm	chrX	Rev	NM_166951	Exon	7	2734248	2735104	857
crm	chrX	Rev	NM_166951	Exon	6	2735177	2735328	152
crm	chrX	Rev	NM_166951	Exon	5	2735396	2735768	373
crm	chrX	Rev	NM_166951	Exon	4	2735837	2737413	1577
crm	chrX	Rev	NM_166951	Exon	3	2737470	2737673	204
crm	chrX	Rev	NM_166951	Exon	2	2737922	2738489	568
crm	chrX	Rev	NM_166951	Exon	1	2738668	2738773	106
CG2650	chrX	Rev	NM_130660	Exon	3	2692732	2693097	366
CG2650	chrX	Rev	NM_130660	Exon	2	2693156	2693648	493
CG2650	chrX	Rev	NM_130660	Exon	1	2693733	2693886	154
CG2652	chrX	Rev	NM_130659	Exon	1	2681987	2682932	946
CG2680	chrX	Rev	NM_130665	Exon	2	2706151	2706856	706
CG2680	chrX	Rev	NM_130665	Exon	1	2706953	2707427	475
CG2685	chrX	Rev	NM_130667	Exon	5	2711756	2712022	267
CG2685	chrX	Rev	NM_130667	Exon	4	2712093	2713270	1178
CG2685	chrX	Rev	NM_130667	Exon	3	2713334	2713431	98
CG2685	chrX	Rev	NM_130667	Exon	2	2713496	2713621	126
CG2685	chrX	Rev	NM_130667	Exon	1	2713678	2713960	283
CG2701	chrX	Rev	NM_130669	Exon	5	2717638	2718750	1113
CG2701	chrX	Rev	NM_130669	Exon	4	2718813	2719091	279
CG2701	chrX	Rev	NM_130669	Exon	3	2719165	2719767	603
CG2701	chrX	Rev	NM_130669	Exon	2	2719827	2719987	161
CG2701	chrX	Rev	NM_130669	Exon	1	2720059	2720327	269
HLH3B	chrX	Rev	NM_080316	Exon	2	2680199	2681236	1038
HLH3B	chrX	Rev	NM_080316	Exon	1	2681334	2681723	390
Syx4	chrX	Rev	NM_080318	Exon	7	2739089	2739232	144
Syx4	chrX	Rev	NM_080318	Exon	6	2739297	2739545	249
Syx4	chrX	Rev	NM_080318	Exon	5	2741423	2741496	74
Syx4	chrX	Rev	NM_080318	Exon	4	2741589	2741831	243
Syx4	chrX	Rev	NM_080318	Exon	3	2741898	2741991	94
Syx4	chrX	Rev	NM_080318	Exon	2	2742561	2742797	237
Syx4	chrX	Rev	NM_080318	Exon	1	2743451	2744076	626
brv3	chrX	Rev	NM_130657	Exon	3	2622069	2622341	273
brv3	chrX	Rev	NM_130657	Exon	2	2622435	2623514	1080
brv3	chrX	Rev	NM_130657	Exon	1	2623595	2624575	981
CG14416	chrX	Rev	NM_130675	Exon	2	2871884	2872687	804
CG14416	chrX	Rev	NM_130675	Exon	1	2872743	2872853	111
CG14417	chrX	Rev	NM_130676	Exon	1	2875428	2876533	1106
CG14419	chrX	Rev	NM_130678	Exon	1	2885186	2885914	729
CG14424	chrX	Rev	NM_130681	Exon	2	2925884	2926779	896
CG14424	chrX	Rev	NM_130681	Exon	1	2927109	2927258	150
CG32795	chrX	Rev	NM_001258580	Exon	9	2782906	2783425	520
CG32795	chrX	Rev	NM_001258580	Exon	8	2783767	2784146	380
CG32795	chrX	Rev	NM_001258580	Exon	7	2784270	2784487	218
CG32795	chrX	Rev	NM_001258580	Exon	6	2784548	2784687	140
CG32795	chrX	Rev	NM_001258580	Exon	5	2785000	2785129	130
CG32795	chrX	Rev	NM_001258580	Exon	4	2788494	2788612	119
CG32795	chrX	Rev	NM_001258580	Exon	3	2789238	2789378	141
CG32795	chrX	Rev	NM_001258580	Exon	2	2790059	2790157	99
CG32795	chrX	Rev	NM_001258580	Exon	1	2790245	2790567	323
CG14265	chrX	Rev	NM_130694	Exon	1	3236130	3236686	557
CG18508	chrX	Rev	NM_001297907	Exon	2	3172268	3172987	720
CG18508	chrX	Rev	NM_001297907	Exon	1	3173045	3173140	96
CG4116	chrX	Rev	NM_130691	Exon	1	3066615	3067562	948
Fcp3C	chrX	Rev	NM_058134	Exon	3	3173376	3173595	220
Fcp3C	chrX	Rev	NM_058134	Exon	2	3173668	3174278	611
Fcp3C	chrX	Rev	NM_058134	Exon	1	3174343	3174474	132
Pig1	chrX	Rev	NM_057329	Exon	1	3248600	3249289	690
ng2	chrX	Rev	NM_057593	Exon	1	3240026	3240571	546
ng3	chrX	Rev	NM_080321	Exon	1	3241491	3242084	594
ng4	chrX	Rev	NM_057596	Exon	1	3243954	3244220	267
rst	chrX	Rev	NM_001297906	Exon	8	2950399	2954530	4132
rst	chrX	Rev	NM_001297906	Exon	7	2954653	2955201	549
rst	chrX	Rev	NM_001297906	Exon	6	2955541	2955643	103
rst	chrX	Rev	NM_001297906	Exon	5	2955948	2956178	231
rst	chrX	Rev	NM_001297906	Exon	4	2957057	2957257	201
rst	chrX	Rev	NM_001297906	Exon	3	2957461	2957959	499
rst	chrX	Rev	NM_001297906	Exon	2	2965979	2966080	102
rst	chrX	Rev	NM_001297906	Exon	1	2973401	2973834	434
CG10793	chrX	Rev	NM_130698	Exon	1	3314744	3316402	1659
CG10804	chrX	Rev	NM_001297910	Exon	7	3476463	3478549	2087
CG10804	chrX	Rev	NM_001297910	Exon	6	3478611	3479032	422
CG10804	chrX	Rev	NM_001297910	Exon	5	3479128	3479331	204
CG10804	chrX	Rev	NM_001297910	Exon	4	3479392	3480349	958
CG10804	chrX	Rev	NM_001297910	Exon	3	3480422	3480729	308
CG10804	chrX	Rev	NM_001297910	Exon	2	3480859	3480935	77
CG10804	chrX	Rev	NM_001297910	Exon	1	3482026	3482322	297
CG16782	chrX	Rev	NM_130701	Exon	2	3459016	3459953	938
CG16782	chrX	Rev	NM_130701	Exon	1	3460024	3460240	217
CG2875	chrX	Rev	NM_001272290	Exon	4	3571456	3571939	484
CG2875	chrX	Rev	NM_001272290	Exon	3	3572003	3572532	530
CG2875	chrX	Rev	NM_001272290	Exon	2	3572595	3573300	706
CG2875	chrX	Rev	NM_001272290	Exon	1	3573368	3573622	255
Rala	chrX	Rev	NM_080324	Exon	6	3704610	3706251	1642
Rala	chrX	Rev	NM_080324	Exon	5	3707368	3707491	124
Rala	chrX	Rev	NM_080324	Exon	4	3708744	3708918	175
Rala	chrX	Rev	NM_080324	Exon	3	3709836	3709996	161
Rala	chrX	Rev	NM_080324	Exon	2	3710069	3710248	180
Rala	chrX	Rev	NM_080324	Exon	1	3719363	3719635	273
CG42541	chrX	Rev	NM_001272295	Exon	13	3891497	3896681	5185
CG42541	chrX	Rev	NM_001272295	Exon	12	3896842	3897034	193
CG42541	chrX	Rev	NM_001272295	Exon	11	3897556	3897647	92
CG42541	chrX	Rev	NM_001272295	Exon	10	3901108	3901262	155
CG42541	chrX	Rev	NM_001272295	Exon	9	3901786	3901860	75
CG6428	chrX	Rev	NM_130732	Exon	4	3965435	3966521	1087
CG6428	chrX	Rev	NM_130732	Exon	3	3966588	3967337	750
CG6428	chrX	Rev	NM_130732	Exon	2	3967397	3967632	236
CG6428	chrX	Rev	NM_130732	Exon	1	3968030	3968655	626
yin	chrX	Rev	NM_001297915	Exon	6	3862966	3865013	2048
yin	chrX	Rev	NM_001297915	Exon	5	3865070	3865298	229
yin	chrX	Rev	NM_001297915	Exon	4	3865358	3865439	82
yin	chrX	Rev	NM_001297915	Exon	3	3869517	3869602	86
yin	chrX	Rev	NM_001297915	Exon	2	3869659	3869814	156
yin	chrX	Rev	NM_001297915	Exon	1	3871871	3871939	69
CG6414	chrX	Rev	NM_001316636	Exon	4	3968788	3969289	502
CG6414	chrX	Rev	NM_001316636	Exon	3	3969351	3969643	293
CG6414	chrX	Rev	NM_001316636	Exon	2	3969730	3970077	348
CG6414	chrX	Rev	NM_001316636	Exon	1	3970413	3971350	938
lva	chrX	Rev	NM_001297920	Exon	10	3955543	3955972	430
lva	chrX	Rev	NM_001297920	Exon	9	3956049	3956245	197
lva	chrX	Rev	NM_001297920	Exon	8	3956307	3956427	121
lva	chrX	Rev	NM_001297920	Exon	7	3956513	3960410	3898
lva	chrX	Rev	NM_001297920	Exon	6	3960477	3960584	108
lva	chrX	Rev	NM_001297920	Exon	5	3960642	3964352	3711
lva	chrX	Rev	NM_001297920	Exon	4	3964417	3964497	81
lva	chrX	Rev	NM_001297920	Exon	3	3964567	3964638	72
lva	chrX	Rev	NM_001297920	Exon	2	3964701	3964951	251
lva	chrX	Rev	NM_001297920	Exon	1	3965272	3965327	56
Nsun2	chrX	Rev	NM_143750	Exon	3	4111156	4111584	429
Nsun2	chrX	Rev	NM_143750	Exon	2	4111643	4113467	1825
Nsun2	chrX	Rev	NM_143750	Exon	1	4113545	4113734	190
Tip60	chrX	Rev	NM_131923	Exon	5	4114800	4114929	130
Tip60	chrX	Rev	NM_131923	Exon	4	4115002	4115214	213
Tip60	chrX	Rev	NM_131923	Exon	3	4115320	4116544	1225
Tip60	chrX	Rev	NM_131923	Exon	2	4116599	4116725	127
Tip60	chrX	Rev	NM_131923	Exon	1	4116793	4117487	695
Xpac	chrX	Rev	NM_057518	Exon	2	4102955	4103896	942
Xpac	chrX	Rev	NM_057518	Exon	1	4103962	4104197	236
CG6379	chrX	Rev	NM_001297922	Exon	2	4097592	4099891	2300
CG6379	chrX	Rev	NM_001297922	Exon	1	4099993	4101031	1039
CG12692	chrX	Rev	NM_001297928	Exon	3	4300117	4301699	1583
CG12692	chrX	Rev	NM_001297928	Exon	2	4301801	4302081	281
CG12692	chrX	Rev	NM_001297928	Exon	1	4302265	4302346	82
CG15571	chrX	Rev	NM_131925	Exon	1	4216873	4217394	522
CG15576	chrX	Rev	NM_131928	Exon	1	4251870	4252790	921
CG15577	chrX	Rev	NM_144256	Exon	1	4276493	4277000	508
CG15578	chrX	Rev	NM_144257	Exon	1	4277547	4277961	415
CG15579	chrX	Rev	NM_001297929	Exon	1	4311279	4311799	521
Femcoat	chrX	Rev	NM_080328	Exon	2	4241887	4242613	727
Femcoat	chrX	Rev	NM_080328	Exon	1	4242721	4242826	106
Muc4B	chrX	Rev	NM_001297927	Exon	2	4244095	4245659	1565
Muc4B	chrX	Rev	NM_001297927	Exon	1	4245718	4246139	422
mRpL33	chrX	Rev	NM_080242	Exon	3	4321764	4321867	104
mRpL33	chrX	Rev	NM_080242	Exon	2	4321931	4322034	104
mRpL33	chrX	Rev	NM_080242	Exon	1	4322091	4322231	141
CG12693	chrX	Rev	NM_131933	Exon	4	4327080	4327558	479
CG12693	chrX	Rev	NM_131933	Exon	3	4327622	4328112	491
CG12693	chrX	Rev	NM_131933	Exon	2	4328192	4328565	374
CG12693	chrX	Rev	NM_131933	Exon	1	4329159	4329457	299
CG11436	chrX	Rev	NM_131941	Exon	1	4549883	4551878	1996
CG11444	chrX	Rev	NM_001297934	Exon	1	4553117	4554398	1282
CG12684	chrX	Rev	NM_131945	Exon	2	4570991	4571567	577
CG12684	chrX	Rev	NM_131945	Exon	1	4571620	4571929	310
CG3009	chrX	Rev	NM_001169195	Exon	4	4658158	4658536	379
CG3009	chrX	Rev	NM_001169195	Exon	3	4659735	4660187	453
CG3009	chrX	Rev	NM_001169195	Exon	2	4660258	4660432	175
CG3009	chrX	Rev	NM_001169195	Exon	1	4666431	4666700	270
Usf	chrX	Rev	NM_167010	Exon	2	4544617	4546824	2208
Usf	chrX	Rev	NM_167010	Exon	1	4547386	4548794	1409
rb	chrX	Rev	NM_001272310	Exon	5	4535635	4535961	327
rb	chrX	Rev	NM_001272310	Exon	4	4536532	4537431	900
rb	chrX	Rev	NM_001272310	Exon	3	4537486	4538709	1224
rb	chrX	Rev	NM_001272310	Exon	2	4538775	4539603	829
rb	chrX	Rev	NM_001272310	Exon	1	4539664	4540626	963
CG12179	chrX	Rev	NM_167011	Exon	5	4631052	4631730	679
CG12179	chrX	Rev	NM_167011	Exon	4	4631814	4631962	149
CG12179	chrX	Rev	NM_167011	Exon	3	4632020	4632746	727
CG12179	chrX	Rev	NM_167011	Exon	2	4632818	4633824	1007
CG12179	chrX	Rev	NM_167011	Exon	1	4633878	4636004	2127
HLH4C	chrX	Rev	NM_001272314	Exon	2	4645127	4646442	1316
HLH4C	chrX	Rev	NM_001272314	Exon	1	4647307	4647414	108
CG12184	chrX	Rev	NM_131946	Exon	5	4627380	4627741	362
CG12184	chrX	Rev	NM_131946	Exon	4	4627823	4627971	149
CG12184	chrX	Rev	NM_131946	Exon	3	4628029	4628626	598
CG12184	chrX	Rev	NM_131946	Exon	2	4628701	4629686	986
CG12184	chrX	Rev	NM_131946	Exon	1	4629740	4630936	1197
CG15473	chrX	Rev	NM_131951	Exon	3	4651955	4653925	1971
CG15471	chrX	Rev	NM_001144684	Exon	2	4782201	4782714	514
CG15471	chrX	Rev	NM_001144684	Exon	1	4782769	4782789	21
CG15472	chrX	Rev	NM_131956	Exon	1	4768727	4770137	1411
CG15468	chrX	Rev	NM_131972	Exon	1	4959929	4961128	1200
CG4041	chrX	Rev	NM_131969	Exon	6	4915280	4915522	243
CG4041	chrX	Rev	NM_131969	Exon	5	4915586	4915882	297
CG4041	chrX	Rev	NM_131969	Exon	4	4915943	4916214	272
CG4041	chrX	Rev	NM_131969	Exon	3	4916285	4916491	207
CG4041	chrX	Rev	NM_131969	Exon	2	4916545	4917921	1377
CG4041	chrX	Rev	NM_131969	Exon	1	4918121	4918447	327
CG32767	chrX	Rev	NM_001272321	Exon	5	5071027	5078026	7000
CG32767	chrX	Rev	NM_001272321	Exon	4	5078118	5081115	2998
CG32767	chrX	Rev	NM_001272321	Exon	3	5081181	5081257	77
CG32767	chrX	Rev	NM_001272321	Exon	2	5081486	5082239	754
CG32767	chrX	Rev	NM_001272321	Exon	1	5082417	5083025	609
CG44774	chrX	Rev	NM_001297944	Exon	4	4921678	4928132	6455
CG44774	chrX	Rev	NM_001297944	Exon	3	4928217	4929308	1092
CG44774	chrX	Rev	NM_001297944	Exon	2	4929374	4930065	692
CG44774	chrX	Rev	NM_001297944	Exon	1	4937975	4938105	131
CG5062	chrX	Rev	NM_131979	Exon	2	5180182	5181519	1338
CG5062	chrX	Rev	NM_131979	Exon	1	5181584	5182369	786
Rnp4F	chrX	Rev	NM_001103414	Exon	9	5318928	5319582	655
Rnp4F	chrX	Rev	NM_001103414	Exon	8	5319654	5319756	103
Rnp4F	chrX	Rev	NM_001103414	Exon	7	5319813	5319933	121
CG15930	chrX	Rev	NM_131986	Exon	5	5315130	5316034	905
CG15930	chrX	Rev	NM_131986	Exon	4	5316101	5316186	86
CG15930	chrX	Rev	NM_131986	Exon	3	5316276	5316806	531
CG15930	chrX	Rev	NM_131986	Exon	2	5316872	5317036	165
CG15930	chrX	Rev	NM_131986	Exon	1	5317100	5317295	196
CG17764	chrX	Rev	NM_131983	Exon	1	5306261	5307417	1157
CG3309	chrX	Rev	NM_131988	Exon	2	5326675	5328109	1435
CG3309	chrX	Rev	NM_131988	Exon	1	5328169	5329347	1179
CG3323	chrX	Rev	NM_131982	Exon	2	5302988	5305254	2267
CG3323	chrX	Rev	NM_131982	Exon	1	5305331	5305691	361
Cdk7	chrX	Rev	NM_078489	Exon	2	5307465	5308757	1293
Cdk7	chrX	Rev	NM_078489	Exon	1	5308829	5308983	155
TrxT	chrX	Rev	NM_131984	Exon	3	5310581	5311126	546
frma	chrX	Rev	NM_167038	Exon	2	5493014	5495772	2759
frma	chrX	Rev	NM_167038	Exon	1	5495837	5496052	216
spoon	chrX	Rev	NM_167034	Exon	5	5412386	5415041	2656
spoon	chrX	Rev	NM_167034	Exon	4	5415322	5415455	134
spoon	chrX	Rev	NM_167034	Exon	3	5415528	5415918	391
spoon	chrX	Rev	NM_167034	Exon	2	5416190	5417374	1185
spoon	chrX	Rev	NM_167034	Exon	1	5420194	5420336	143
CG32762	chrX	Rev	NM_001297965	Exon	3	5500208	5500520	313
CG32762	chrX	Rev	NM_001297965	Exon	2	5500618	5501061	444
CG32762	chrX	Rev	NM_001297965	Exon	1	5501133	5501229	97
CG34434	chrX	Rev	NM_001103417	Exon	2	5614554	5615804	1251
CG34434	chrX	Rev	NM_001103417	Exon	1	5615931	5616370	440
CG34435	chrX	Rev	NM_132005	Exon	2	5613325	5614173	849
CG34435	chrX	Rev	NM_132005	Exon	1	5614233	5614467	235
NAAT1	chrX	Rev	NM_131991	Exon	8	5405238	5405690	453
NAAT1	chrX	Rev	NM_131991	Exon	7	5405757	5405851	95
NAAT1	chrX	Rev	NM_131991	Exon	6	5405905	5406081	177
NAAT1	chrX	Rev	NM_131991	Exon	5	5406149	5406248	100
NAAT1	chrX	Rev	NM_131991	Exon	4	5406326	5407067	742
NAAT1	chrX	Rev	NM_131991	Exon	3	5407320	5407692	373
NAAT1	chrX	Rev	NM_131991	Exon	2	5407747	5407927	181
NAAT1	chrX	Rev	NM_131991	Exon	1	5410486	5410849	364
RhoGAP5A	chrX	Rev	NM_167040	Exon	5	5616572	5617056	485
RhoGAP5A	chrX	Rev	NM_167040	Exon	4	5617121	5617226	106
RhoGAP5A	chrX	Rev	NM_167040	Exon	3	5617309	5617786	478
CG42265	chrX	Rev	NM_001144688	Exon	7	5650567	5655184	4618
CG42265	chrX	Rev	NM_001144688	Exon	6	5655258	5655443	186
CG42265	chrX	Rev	NM_001144688	Exon	5	5655510	5655606	97
CG42265	chrX	Rev	NM_001144688	Exon	4	5655665	5655782	118
CG42265	chrX	Rev	NM_001144688	Exon	3	5655852	5656646	795
CG42265	chrX	Rev	NM_001144688	Exon	2	5660185	5662329	2145
CG42265	chrX	Rev	NM_001144688	Exon	1	5662662	5662861	200
Mlc-c	chrX	Rev	NM_078494	Exon	3	5619136	5620286	1151
Mlc-c	chrX	Rev	NM_078494	Exon	2	5622252	5622279	28
Mlc-c	chrX	Rev	NM_078494	Exon	1	5622417	5622539	123
Vsx2	chrX	Rev	NM_001297968	Exon	6	5528927	5529411	485
Vsx2	chrX	Rev	NM_001297968	Exon	5	5529495	5530146	652
Vsx2	chrX	Rev	NM_001297968	Exon	4	5531255	5531444	190
CG32758	chrX	Rev	NM_167045	Exon	6	5720927	5721696	770
CG32758	chrX	Rev	NM_167045	Exon	5	5721962	5722140	179
CG32758	chrX	Rev	NM_167045	Exon	4	5722208	5723043	836
CG32758	chrX	Rev	NM_167045	Exon	3	5723114	5723196	83
CG32758	chrX	Rev	NM_167045	Exon	2	5723260	5723362	103
CG32758	chrX	Rev	NM_167045	Exon	1	5737099	5738031	933
CG33080	chrX	Rev	NM_176685	Exon	6	5708559	5709043	485
CG33080	chrX	Rev	NM_176685	Exon	5	5709128	5710973	1846
CG33080	chrX	Rev	NM_176685	Exon	4	5711477	5711572	96
CG33080	chrX	Rev	NM_176685	Exon	3	5711635	5711803	169
CG3149	chrX	Rev	NM_132018	Exon	4	5692945	5693291	347
CG3149	chrX	Rev	NM_132018	Exon	3	5693361	5694618	1258
CG3149	chrX	Rev	NM_132018	Exon	2	5694692	5694906	215
CG3149	chrX	Rev	NM_132018	Exon	1	5695006	5695205	200
CG3160	chrX	Rev	NM_132017	Exon	10	5685253	5686080	828
CG3160	chrX	Rev	NM_132017	Exon	9	5686141	5686236	96
CG3160	chrX	Rev	NM_132017	Exon	8	5686305	5686938	634
CG3160	chrX	Rev	NM_132017	Exon	7	5686999	5687192	194
CG3160	chrX	Rev	NM_132017	Exon	6	5687261	5687386	126
CG3160	chrX	Rev	NM_132017	Exon	5	5687448	5687870	423
CG3160	chrX	Rev	NM_132017	Exon	4	5687925	5688169	245
CG3160	chrX	Rev	NM_132017	Exon	3	5688222	5688404	183
CG3160	chrX	Rev	NM_132017	Exon	2	5688466	5689197	732
CG3160	chrX	Rev	NM_132017	Exon	1	5689261	5689473	213
GAA1	chrX	Rev	NM_132045	Exon	3	5870841	5871270	430
GAA1	chrX	Rev	NM_132045	Exon	2	5871340	5873018	1679
GAA1	chrX	Rev	NM_132045	Exon	1	5873079	5873357	279
Tre1	chrX	Rev	NM_001297972	Exon	3	5675112	5675257	146
Tre1	chrX	Rev	NM_001297972	Exon	2	5675330	5675484	155
CG15766	chrX	Rev	NM_132040	Exon	1	5814864	5815820	957
CG3108	chrX	Rev	NM_132034	Exon	5	5777195	5777629	435
CG3108	chrX	Rev	NM_132034	Exon	4	5777701	5778226	526
CG3108	chrX	Rev	NM_132034	Exon	3	5778291	5778432	142
CG3108	chrX	Rev	NM_132034	Exon	2	5779072	5779260	189
CG3108	chrX	Rev	NM_132034	Exon	1	5779335	5781620	2286
CG42264	chrX	Rev	NM_132032	Exon	4	5773023	5773941	919
CG42264	chrX	Rev	NM_132032	Exon	3	5774006	5774369	364
CG42264	chrX	Rev	NM_132032	Exon	2	5774558	5774896	339
CG42264	chrX	Rev	NM_132032	Exon	1	5776183	5776647	465
CG43137	chrX	Rev	NM_001258610	Exon	2	5864550	5864968	419
CG43137	chrX	Rev	NM_001258610	Exon	1	5865029	5865151	123
CG44329	chrX	Rev	NM_001297981	Exon	3	5812273	5812617	345
CG44329	chrX	Rev	NM_001297981	Exon	2	5812673	5812750	78
CG44329	chrX	Rev	NM_001297981	Exon	1	5812806	5812977	172
mof	chrX	Rev	NM_078496	Exon	1	5873840	5876853	3014
CG4766	chrX	Rev	NM_132059	Exon	3	5997508	5998822	1315
CG4766	chrX	Rev	NM_132059	Exon	2	5998947	5999500	554
CG4766	chrX	Rev	NM_132059	Exon	1	5999994	6000797	804
fs(1)M3	chrX	Rev	NM_132056	Exon	7	5958207	5961436	3230
fs(1)M3	chrX	Rev	NM_132056	Exon	6	5961489	5961751	263
fs(1)M3	chrX	Rev	NM_132056	Exon	5	5961809	5962288	480
fs(1)M3	chrX	Rev	NM_132056	Exon	4	5962351	5962737	387
fs(1)M3	chrX	Rev	NM_132056	Exon	3	5962789	5963281	493
fs(1)M3	chrX	Rev	NM_132056	Exon	2	5963338	5963473	136
fs(1)M3	chrX	Rev	NM_132056	Exon	1	5963547	5964247	701
mab-21	chrX	Rev	NM_143714	Exon	2	6008183	6009157	975
mab-21	chrX	Rev	NM_143714	Exon	1	6012075	6013181	1107
CG3011	chrX	Rev	NM_132050	Exon	4	5913067	5914403	1337
CG3011	chrX	Rev	NM_132050	Exon	3	5914581	5914780	200
CG3011	chrX	Rev	NM_132050	Exon	2	5916263	5916479	217
CG3011	chrX	Rev	NM_132050	Exon	1	5916551	5916797	247
CG4660	chrX	Rev	NM_132065	Exon	4	6078708	6079484	777
CG4660	chrX	Rev	NM_132065	Exon	3	6079611	6079825	215
CG4660	chrX	Rev	NM_132065	Exon	2	6080337	6080588	252
CG4660	chrX	Rev	NM_132065	Exon	1	6081342	6081372	31
Mipp2	chrX	Rev	NM_078500	Exon	5	6082709	6083790	1082
Tsp5D	chrX	Rev	NM_078499	Exon	6	6069131	6070202	1072
Tsp5D	chrX	Rev	NM_078499	Exon	5	6070293	6070453	161
Tsp5D	chrX	Rev	NM_078499	Exon	4	6070521	6070715	195
Tsp5D	chrX	Rev	NM_078499	Exon	3	6070857	6071048	192
Tsp5D	chrX	Rev	NM_078499	Exon	2	6071805	6071875	71
Tsp5D	chrX	Rev	NM_078499	Exon	1	6074577	6074857	281
CG43115	chrX	Rev	NM_001258613	Exon	1	6065729	6066416	688
CG4666	chrX	Rev	NM_001297994	Exon	2	6076072	6076984	913
CG4666	chrX	Rev	NM_001297994	Exon	1	6077337	6077786	450
Mipp2	chrX	Rev	NM_078500	Exon	4	6083854	6084054	201
Mipp2	chrX	Rev	NM_078500	Exon	3	6084223	6084608	386
Mipp2	chrX	Rev	NM_078500	Exon	2	6090409	6090842	434
Mipp2	chrX	Rev	NM_078500	Exon	1	6091117	6091471	355
raptor	chrX	Rev	NM_001297995	Exon	5	6082634	6083790	1157
raptor	chrX	Rev	NM_001297995	Exon	4	6083854	6084054	201
raptor	chrX	Rev	NM_001297995	Exon	3	6084223	6084608	386
raptor	chrX	Rev	NM_001297995	Exon	2	6084791	6088213	3423
raptor	chrX	Rev	NM_001297995	Exon	1	6088272	6090201	1930
rux	chrX	Rev	NM_001258611	Exon	3	6035753	6036978	1226
rux	chrX	Rev	NM_001258611	Exon	2	6037069	6037118	50
rux	chrX	Rev	NM_001258611	Exon	1	6037758	6037800	43
schlank	chrX	Rev	NM_167063	Exon	7	6257668	6258506	839
schlank	chrX	Rev	NM_167063	Exon	6	6258650	6258794	145
schlank	chrX	Rev	NM_167063	Exon	5	6258897	6259234	338
schlank	chrX	Rev	NM_167063	Exon	4	6259312	6259533	222
schlank	chrX	Rev	NM_167063	Exon	3	6259604	6259724	121
schlank	chrX	Rev	NM_167063	Exon	2	6266407	6266717	311
CG11700	chrX	Rev	NM_132078	Exon	2	6282037	6283280	1244
CG11700	chrX	Rev	NM_132078	Exon	1	6283458	6283575	118
CG32750	chrX	Rev	NM_167060	Exon	2	6194737	6195653	917
CG32750	chrX	Rev	NM_167060	Exon	1	6195712	6196439	728
CG3566	chrX	Rev	NM_132076	Exon	4	6274972	6275170	199
CG3566	chrX	Rev	NM_132076	Exon	3	6276228	6276296	69
CG3566	chrX	Rev	NM_132076	Exon	2	6276370	6276458	89
CG3566	chrX	Rev	NM_132076	Exon	1	6276532	6276724	193
Rbcn-3A	chrX	Rev	NM_132074	Exon	15	6240745	6241664	920
Rbcn-3A	chrX	Rev	NM_132074	Exon	14	6241728	6241811	84
Rbcn-3A	chrX	Rev	NM_132074	Exon	13	6241873	6242006	134
Rbcn-3A	chrX	Rev	NM_132074	Exon	12	6242067	6242141	75
Rbcn-3A	chrX	Rev	NM_132074	Exon	11	6242215	6242284	70
Rbcn-3A	chrX	Rev	NM_132074	Exon	10	6242354	6242623	270
Rbcn-3A	chrX	Rev	NM_132074	Exon	9	6242685	6242772	88
